Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Mean,Average Packet Size,SYN Flag Count,ACK Flag Count,FIN Flag Count,RST Flag Count,Label
23,3471,458,445,30185,124278,24137.29970999238,465.5493608506161,935.4205025207702,76.19597231764763,1204.898074327951,565.0696562603662,1084.4604103845252,968.4805460819048,17,51,17,2,Web Attack - Brute Force
80,938,5886,5,966878,810,314136.84241991077,12282.164495724366,3.2344428738886766,19.823283880029667,94.41102523652448,72.86010660770465,92.64422370022264,21.055629629776607,931,29,1,8,DDoS
21,3559,458,360,220678,430726,7945.517665380966,575.3041727084573,265.09955528660254,277.9456275368708,1405.611153270198,241.68914229522966,989.3559589814685,1492.1921392745935,6,121,8,5,Web Attack - Sql Injection
21,290,453,304,370237,174785,8469.291065535492,706.6487729308252,55.26311395177841,331.5007309236892,1425.8616850756257,1114.3706716736785,1355.8681401968424,546.3399318954416,13,59,2,3,Bot
443,4417,279,63,326529,32100,18838.855046591347,692.2971170560389,719.8513862260712,344.0372555366946,1074.267678714695,873.4305292735053,492.9848388773231,1058.5210967537762,13,110,18,0,Web Attack - Brute Force
21,2320,96,410,143812,346806,21962.430046711434,213.4725971791177,448.3419083766705,477.42683066351253,948.7056410190003,1131.5918758406838,640.670656485562,352.6804762467614,14,188,10,2,Web Attack - XSS
29617,75,10,2,417,495,343.7383556511971,766.6096886078302,4.969027012837688,4.758752163323311,121.03288049027526,11.511117292865777,32.57479422023089,49.58437027808776,3,4,0,2,PortScan
443,192,4010,8,416484,683,594380.6133819066,73798.96760524368,4.949731149632697,28.353301071549335,75.98934998184903,19.655732041903505,33.892252642206046,91.88018396293766,563,12,10,6,DDoS
21,4148,187,57,445604,50249,42718.015954018025,105.80250089106065,191.15500954857612,172.09800818930077,479.1586806825259,1054.7919711530567,1414.9824636700405,265.21950524115596,1,153,2,2,Infiltration
443,165,283,464,77922,383895,43717.500575817765,983.0124000716265,15.854247425037272,363.1515839186966,575.3019846331541,205.84146697200043,1383.9314941969083,624.0831624725045,20,123,17,8,Web Attack - Sql Injection
443,3058,329,179,365538,189813,5684.96080478506,725.4903457124611,783.1608068219391,260.65609829429894,134.2967334661255,1177.2540436700224,1221.5851280657746,785.735755313759,9,38,10,10,Infiltration
443,276,1392,9,44183,798,151017.5135265114,61470.48252626484,5.98385231458376,49.42120641211939,43.12874753568146,72.21479035204588,4.938125361273932,6.505955721195879,978,22,3,8,DDoS
21,2033,187,195,487454,441470,44114.6672573079,213.06392674372321,424.2576305455502,191.15885187200587,1061.6422946039463,434.7673241718594,1408.285363490064,1236.184499461117,12,10,0,3,Web Attack - XSS
443,1166,290,211,474091,490900,38156.88545064991,32.95324882756198,655.1888679764988,193.88434164479978,451.9993186739941,767.6927217376063,154.68328929517378,1179.7523777031013,1,134,18,9,Web Attack - Brute Force
443,458,6257,0,84346,228,385856.1997678852,95752.08631725272,50.57949597009645,21.43421294912268,43.060968741153296,59.451236389896756,55.1665657674739,83.13651411009478,232,40,1,10,DDoS
36510,72,6,5,434,435,184.67791524047664,68.77189650093038,7.754074576479678,3.565670964118871,93.80713668306407,42.21891784531658,61.07352297674086,57.65754824203027,4,0,0,5,PortScan
23,414,328,47,291476,41842,21991.77358986481,535.547136974092,56.143162536637206,348.3717084234747,941.0283199128038,427.77726978556103,155.11206270910145,1398.0890609693038,2,75,9,1,Web Attack - XSS
443,2411,272,145,175335,20637,19591.897539532725,237.89984449547453,775.32233792784,72.56038413343668,1007.2558327140183,750.5616099484282,716.0213413655551,616.1910308425557,10,145,11,0,Web Attack - Brute Force
443,9633,30,50,50975,110784,3253.9560673306682,76.67034980296903,437.60809014026415,253.3472527518233,837.0204167636626,1156.936495810837,1051.3968906152481,572.0578253037206,3,21,2,2,BENIGN
23,2813,266,391,21799,233966,41278.91758173875,300.122997324579,535.6132458961152,161.0236680392948,665.5152708387976,132.19001945893334,482.40153126790227,648.2270415590112,15,98,4,9,Bot
443,3623,415,19,233939,311941,36789.69772735141,738.2012677165541,953.7834861540682,151.54997171559887,979.7966053788793,713.1131596164843,197.4545505472678,862.3618251432542,12,24,3,9,Web Attack - XSS
29999,54,9,3,590,494,619.8711220311126,256.1461714563533,7.931223222855801,4.151289027695758,66.30733579062188,49.89543499207695,110.87937758261712,96.64214835535822,1,1,1,2,PortScan
80,4700,255,139,423856,297334,24804.991730504174,728.0162181917572,313.92182559706794,160.8340958482058,860.388552121437,545.449872829018,884.0719889054184,1427.1092866555425,15,121,5,3,Web Attack - Brute Force
443,2268,125,139,76139,338448,22375.29666725839,852.5041601111858,161.18948150581525,22.43780839445658,1467.345668221972,292.5886235649765,637.8964688257117,382.033192670989,5,185,17,5,Web Attack - Sql Injection
80,897,48,295,171820,217206,10421.090666992666,773.4389530254005,438.9471410491183,485.87007387540973,446.10317075776464,515.931946616603,1234.2095601652497,651.8699648474739,11,69,1,6,Bot
443,5650,77,44,101004,107904,6436.040993043242,55.70252223073796,465.49923004486374,311.66374799944833,623.8931454318376,1218.7568060835779,1087.5957842254425,925.9949007219756,2,37,4,0,BENIGN
62111,83,2,1,682,175,114.487000592372,344.6525764544357,0.5833438194929974,1.041646002730829,115.88845014197864,14.387381270795437,121.47453643250213,44.35665778964423,3,5,2,4,PortScan
22,4476,281,139,387007,492230,38356.64415559728,622.0077222372637,848.2439064569612,286.54442317137966,1322.1666164685566,1305.6014080689092,289.0160471973505,505.8363513160671,18,14,12,3,Infiltration
21,1068,114,331,92101,296077,18564.907186875986,848.7639403936656,391.72272276208565,469.48967606516027,857.2694708627466,751.2580760899258,211.64761354526644,277.6704883683432,16,183,20,1,Bot
80,921,9729,8,577596,324,832688.0916670125,56004.43379383228,6.863645874711699,13.540607116306468,34.77952111625159,2.5536999974972607,90.73184579033502,47.10092468211466,624,30,3,0,DDoS
3934,72,2,2,575,337,610.8789288669099,464.5150753753211,0.05402543954637351,3.3956968368211142,121.83317406213388,33.43750972724694,55.10536409230129,92.39922296774384,3,1,1,1,PortScan
23,1439,174,62,253231,177709,45855.64434433616,664.4122142221834,46.00605787917766,176.02978026698983,971.6733517064463,628.4386364356242,1107.4496260397157,1431.9055533964142,17,108,9,4,Web Attack - Sql Injection
80,3880,186,126,43144,125355,3942.8327144171053,787.2804309029406,966.2955026736003,157.23215965679975,267.5550134543788,112.41808485939215,1269.6118735925104,681.420152597191,16,22,3,4,Web Attack - XSS
25929,26,8,3,223,249,659.9244658157857,667.6670580946737,8.11336904074566,2.518086730528293,109.10317638452051,13.894658393405486,116.00104970869499,58.0883083788071,5,3,0,2,PortScan
53,409,80,26,35507,119839,5515.393280056353,93.78187988541391,913.3158374785149,92.13607548484998,1149.7736285436677,277.776277088238,383.82111039600966,1250.1302441257665,1,74,4,1,BENIGN
46727,39,9,3,967,459,472.36150005411923,70.12707964147528,0.08195849337506167,3.1208494107766676,73.95475355614477,7.446255496719161,40.77592914816934,65.59806856416236,1,3,0,0,PortScan
22,1869,87,82,132395,102034,1944.1232390326097,62.893610330346924,543.0907853023147,186.18230149627914,1205.8460568219293,76.08277705768508,1395.0625956325648,718.2828602371607,1,84,4,1,BENIGN
21,1106,338,79,220171,292226,28562.75637279218,170.88988707974246,610.9560586250366,472.9492795079505,654.7370769530643,661.0041737894128,1353.7388118089316,474.65050365215035,6,168,15,5,Web Attack - XSS
