80.0,3147.0,148.0,125.0,450955.0,307154.0,33990.388798459935,326.7908730396008,831.6116810813073,35.990690243752844,1274.0522883459962,695.2782429197213,145.48483468067118,469.0655662446916,8.0,90.0,15.0,6.0
21.0,3988.0,477.0,289.0,125326.0,101195.0,44660.05292913443,805.2930178397066,985.9564109258446,448.86047155356675,504.18461194472195,681.0415691218338,1054.6974220146258,663.9347660327618,4.0,95.0,6.0,2.0
80.0,1373.0,249.0,74.0,192928.0,177909.0,30181.85388079823,526.9294356464266,49.113812350115694,262.53867567209534,1435.7285334307448,977.2033301449172,367.410759802934,603.8469236361061,4.0,172.0,10.0,7.0
4507.0,76.0,2.0,3.0,214.0,274.0,220.80133992645867,661.4014643536601,4.973550828168795,0.7743044259294479,108.67627459895044,32.31325378591169,67.93094286398993,49.4109067868962,4.0,1.0,2.0,3.0
7726.0,87.0,4.0,1.0,248.0,207.0,663.189300785881,110.10867263299095,1.751621627902602,0.12476859291525699,126.74685091496663,13.329374081352654,41.14633839102239,71.60131732571901,4.0,4.0,2.0,4.0
53.0,1350.0,48.0,82.0,102524.0,147562.0,1341.217111145563,14.27866946756412,703.1314053334562,479.0531562890268,281.0256078491087,879.648311781651,450.54937631468204,1285.536489608736,1.0,84.0,0.0,0.0
20295.0,72.0,4.0,3.0,447.0,118.0,354.31829552357686,544.4807056156864,4.912631608168353,3.0467009739249944,121.43560051515036,37.84312174416126,88.1282936396816,93.48329677948267,3.0,0.0,2.0,4.0
40911.0,46.0,4.0,5.0,172.0,462.0,436.78663804414043,114.20469066504945,0.7288161968428619,0.8559708182588949,77.38129082206073,51.79463209007108,126.52747331807416,125.56290287067152,2.0,2.0,0.0,3.0
22.0,3237.0,270.0,229.0,197424.0,463576.0,34795.14736323155,589.6649612732165,453.49320014680114,291.4916080267906,247.90799134701385,634.655017740874,817.0773004416129,1461.5029487946008,6.0,128.0,16.0,2.0
35039.0,11.0,10.0,2.0,658.0,485.0,770.7725483203178,462.43987134229843,4.205498952733175,0.6762384373353569,76.87490454002892,63.43751814164327,107.15977070576157,79.94874739913521,1.0,0.0,2.0,2.0
443.0,795.0,3827.0,6.0,540967.0,378.0,916175.8279370584,86235.4442537648,7.259987740569507,32.58370247921124,80.51538084714086,23.760829349649715,12.710204820328551,75.02566494598831,267.0,3.0,9.0,4.0
9019.0,64.0,1.0,2.0,212.0,380.0,147.59540810068347,955.6840475605139,6.320513295447374,3.077229854443778,110.57981006697418,61.9114048194828,42.55818551857955,50.66782035388677,1.0,1.0,2.0,4.0
23.0,1411.0,47.0,251.0,41717.0,331477.0,27694.863099560254,686.9840647275541,54.393203804601,244.17317231729473,1292.9654997850078,519.3382466056295,309.05231942168774,1085.5248599999356,18.0,20.0,7.0,4.0
23.0,1842.0,191.0,339.0,177415.0,25478.0,36878.68992110424,140.27410054886496,157.27574289370781,327.9752853894814,853.6894187051721,934.5683712992424,655.2557201165318,807.6156981524775,17.0,36.0,8.0,5.0
23.0,1072.0,347.0,32.0,430879.0,476397.0,2047.7964161694003,457.87199808959946,459.5618109828566,441.2704528871568,1103.6179796598412,1297.0910414349526,167.4304369641195,1426.516771988763,19.0,188.0,4.0,1.0
80.0,889.0,6208.0,9.0,641277.0,247.0,439606.0489264229,21072.870590439452,30.977142064825415,45.26716938382525,20.40097866411251,44.01354905271898,81.68703416034658,22.095594582749875,581.0,22.0,10.0,5.0
80.0,4171.0,271.0,201.0,377605.0,94448.0,10186.7814370599,803.6221851242705,849.1333941512181,96.76180268446876,391.70408461959494,597.1935615678736,454.98678103768026,340.14371025777916,17.0,112.0,7.0,8.0
23.0,3953.0,376.0,176.0,320135.0,110017.0,6093.070399458621,935.1470608394089,408.44467008004983,178.7009410025003,728.2845345028367,618.8567683530739,1176.8460577273104,566.0987782957884,16.0,200.0,5.0,4.0
80.0,2301.0,209.0,304.0,97172.0,288040.0,22756.35526084681,354.3691099080691,33.85361355563021,324.98179993552446,508.028529924082,1427.1822073247422,169.6501189295696,184.6924575372169,12.0,109.0,10.0,1.0
53700.0,64.0,8.0,4.0,313.0,5.0,694.5532197756692,475.9555645071235,7.331435158500645,0.8603890046411367,83.94615804128395,26.740923157362865,36.54869898084726,111.93761079814237,4.0,1.0,0.0,0.0
443.0,4677.0,267.0,373.0,175884.0,267308.0,35846.177237365926,238.52486883433048,980.4749476837505,60.626867029550894,653.6126391290818,580.6575042356756,801.2619096228034,705.2060231020299,17.0,147.0,18.0,8.0
22.0,3468.0,348.0,204.0,229827.0,256360.0,1595.8087611997275,823.127171571803,652.2802794177085,42.35093269304879,465.35355053677256,902.1762088569291,938.3708826580223,1163.0051245727686,17.0,68.0,12.0,9.0
60357.0,67.0,6.0,5.0,1000.0,211.0,613.8352537364598,661.8525340874197,5.217962364141014,0.20184549977501354,68.28242360224726,0.22438069816147532,89.96736227621156,55.23869769541197,3.0,4.0,1.0,4.0
443.0,2053.0,188.0,300.0,377557.0,13808.0,29306.637981003638,567.0049153318796,38.72838153870395,183.97314128441568,1118.4635370330452,245.04170641002617,1316.688787437003,1158.3806348777148,17.0,66.0,9.0,9.0
80.0,3548.0,52.0,44.0,319319.0,226526.0,20418.543103413773,145.12224796076606,696.4643385281805,5.910493093418401,136.56958645050548,733.9803011080853,545.5054134872555,210.62952150647962,14.0,139.0,5.0,5.0
80.0,8431.0,46.0,11.0,7634.0,69576.0,7371.857812795069,60.87040680676834,395.6660490458227,104.29251916213673,1436.8385670215791,481.9164143422273,433.73862019922757,1116.0221208159535,0.0,69.0,1.0,0.0
23.0,1988.0,45.0,93.0,407599.0,289648.0,5736.0821839373275,258.77208567699466,709.8818997765886,498.30130509468466,158.03411362428812,280.59277113105514,645.8272995326987,1416.0299513175025,8.0,81.0,11.0,5.0
21.0,1455.0,61.0,378.0,492814.0,233008.0,10792.295311549478,43.33845453402188,649.6239067956435,73.11977995924768,128.22877067572122,688.5385328409542,600.3708960898193,840.0175405269431,17.0,105.0,7.0,9.0
443.0,913.0,4446.0,0.0,779367.0,650.0,737754.1202024405,46880.165172451154,94.88830962571045,21.908691982696855,48.461390834499284,14.03244964015845,59.45347224042913,19.638722331316252,382.0,28.0,2.0,9.0
443.0,170.0,7123.0,0.0,682134.0,786.0,313230.0792739169,55568.96205704947,78.5832032074485,32.84638677937481,26.71811539873172,2.026211705710279,77.27609983252647,19.73320378654881,269.0,10.0,5.0,9.0
443.0,3012.0,481.0,415.0,470927.0,279050.0,9341.619416772692,537.8410998875727,797.3698853187935,39.507552646667385,1154.5310076116173,1127.0548173439593,1437.136798331353,927.0631535277255,6.0,191.0,5.0,5.0
80.0,4244.0,266.0,405.0,82531.0,469582.0,45497.83169457263,661.6024771982183,22.435050894552887,491.3345640354472,1487.9682035713686,521.2152002850062,587.8515377219273,428.71304555606406,13.0,59.0,13.0,10.0
80.0,2627.0,150.0,164.0,121261.0,320025.0,17294.194188463094,382.9037676840127,33.02430433646375,185.16514623531305,1328.6949231871938,1218.7140091656831,627.8858855477421,579.7095113231105,5.0,174.0,13.0,5.0
